date,close
1496404827,476199
1496408426,476444
1496412026,476508
1496415625,476856
1496419226,477230
1496422826,478036
1496426426,479179
1496430026,480151
1496433625,481081
1496437226,481967
1496440826,482926
1496444426,483454
1496448026,483655
1496451626,484648
1496455226,486450
1496458825,486722
1496462426,487037
1496466026,487655
1496469632,487721
1496473226,487789
1496476826,487849
1496480426,488141
1496484026,488261
1496487626,488465
1496491226,489130
1496494825,489605
1496498426,489949
1496502026,490121
1496505626,490863
1496509226,491654
1496512825,492360
1496516426,492618
1496520026,493165
1496523626,493307
1496527226,493614
1496530826,493908
1496534426,494514
1496538026,495220
1496541626,495881
1496545226,496542
1496548826,497310
1496552426,497744
1496556026,497993
1496559625,498193
1496563226,498518
1496566825,498805
1496570426,498982
1496574026,499199
1496577626,499560
1496581226,500225
1496584826,500471
1496588426,501271
1496592033,502303
1496595626,503698
1496599229,504838
1496602830,506629
1496606425,507336
1496610029,507957
1496613626,508448
1496617226,508891
1496620829,509467
1496624430,510072
1496628026,510505
1496631626,511058
1496635226,511468
1496638825,511639
1496642426,511904
1496646026,511904
1496649626,512000
1496653226,512092
1496656826,512217
1496660426,512327
1496664026,512595
1496667625,512966
1496671226,513088
1496674826,514402
1496678426,515421
1496682026,516647
1496685625,517874
1496689232,519463
1496692826,519769
1496696426,520975
1496700026,522140
1496703626,523368
1496707226,525492
1496710826,527111
1496714426,528672
1496718026,528812
1496721626,528915
1496725226,528957
1496728828,529101
1496732426,529366
1496736026,529377
1496739625,529381
1496743226,529554
1496746826,529742
1496750426,530165
1496754026,530498
1496757626,531404
1496761226,531555
1496764826,531942
1496768426,532666
1496772025,533426
1496775626,534037
1496779226,534490
1496782826,535437
1496786429,535862
1496790026,536454
1496793626,537454
1496797227,538607
1496800826,539172
1496804426,539422
1496808025,539975
1496811626,540432
1496815226,540999
1496818841,541139
1496822425,541325
1496826026,541559
1496829626,541686
1496833226,541754
1496836826,542189
1496840426,542672
1496844025,542976
1496847626,543218
1496851226,543966
1496854829,544359
1496858426,545065
1496862026,545490
1496865629,545982
1496869226,546747
1496872826,546861
1496876430,547977
1496880025,549510
1496883626,550254
1496887226,550789
1496890825,551373
1496894426,551848
1496898026,552420
1496901626,552505
1496905229,552595
1496908826,552932
1496912425,553004
1496916025,553055
1496919626,553055
1496923227,553055
1496926826,553435
1496930426,553772
1496934025,554227
1496937626,554352
1496941226,554810
1496944826,555069
1496948426,555523
1496952026,556159
1496955626,556707
1496959226,557843
1496962829,558220
1496966426,558581
1496970026,559412
1496973626,560371
1496977226,560753
1496980826,561074
1496984425,561332
1496988040,561764
1496991626,561875
1496998825,562112
1497002426,562240
1497006026,562342
1497009626,562650
1497013226,562747
1497016826,563014
1497020429,563343
1497024025,563583
1497027626,564327
1497031226,564756
1497034825,564862
1497038426,565525
1497042026,565980
1497045626,567118
1497049226,568155
1497052845,568527
1497056426,569175
1497060026,569284
1497063626,569644
1497067226,569941
1497070826,570320
1497074426,570363
1497078026,570548
1497081625,570549
1497085226,571082
1497088826,571498
1497092426,571519
1497096026,571562
1497099627,571759
1497103238,572040
1497106827,572649
1497110426,572989
1497114026,573218
1497117626,573401
1497121226,573569
1497124825,574201
1497128426,574527
1497132026,574924
1497135626,575436
1497139226,575649
1497142826,575813
1497146426,575953
1497150026,576210
1497153626,576475
1497157226,576647
1497160826,576921
1497164426,577312
1497168026,577390
1497171625,577450
1497175226,577510
1497178825,577513
1497182426,577513
1497186026,577887
1497189626,579805
1497193226,580265
1497196825,580744
1497200426,581811
1497204032,582069
1497207626,582288
1497211237,582592
1497214837,583251
1497218426,583792
1497222026,584160
1497225626,584401
1497229226,585003
1497232826,585253
1497236426,585718
1497240026,586571
1497243626,586696
1497247226,587006
1497250826,587071
1497254426,587920
1497258025,587951
1497261626,588051
1497265226,588094
1497268826,588214
1497272425,588432
1497276026,588701
1497279626,588930
1497283226,590191
1497286826,590739
1497290426,590965
1497294026,591347
1497297626,592039
1497301226,592829
1497304826,593945
1497308426,594618
1497312026,595580
1497315626,596091
1497317166.805694,596255
1497319208.420587,596440
1497322808.978565,596640
1497326408.469853,596767
1497330012.005539,596863
1497333612.78325,597064
1497337208.360748,597091
1497340808.930238,597091
1497344408.518524,597410
1497348008.875077,597417
1497351608.361484,597597
1497355209.918811,597726
1497358808.366563,597994
1497362408.800841,598254
1497366008.32346,598706
1497369608.743001,599023
1497373208.170381,599125
1497376808.16066,599769
1497380408.478171,599913
1497384008.385036,600529
1497387608.807177,601446
1497391208.942928,601789
1497394808.825446,602575
1497398408.620509,602902
1497402008.429266,603036
1497405608.281257,603260
1497409208.402253,604035
1497412808.357545,604601
1497416408.473952,604622
1497420008.994756,604896
1497423609.250191,604917
1497427208.418424,604917
1497430808.40221,604917
1497434408.68421,604919
1497438008.502557,605065
1497441608.544831,605237
1497445209.276456,605565
1497448809.261441,605717
1497452408.635111,605910
1497456008.958101,606218
1497459608.479613,606454
1497463209.009143,606733
1497466808.830123,606929
1497470408.555456,607404
1497474009.397209,607833
1497477609.254608,608016
1497481209.024377,608243
1497484809.05613,608534
1497488408.600793,608751
1497492008.442587,609164
1497495608.717497,609641
1497499208.828578,609647
1497502808.93035,609870
1497506408.999525,610138
1497510008.519416,610138
1497513608.546978,610140
1497517208.795579,610143
1497520808.358302,610150
1497524408.333243,610162
1497528008.431961,610406
1497531608.571223,611019
1497535208.59832,611276
1497538808.551049,611580
1497542408.684256,612325
1497546008.836616,612907
1497549608.46537,613368
1497553208.828306,613711
1497556808.858269,615092
1497560408.638217,615769
1497564008.913586,616002
1497567609.337738,616289
1497571208.523509,616742
1497574808.679458,616978
1497578408.806601,617316
1497582008.928378,617552
1497585609.061755,617667
1497589208.571515,618185
1497592808.761411,618282
1497596408.796334,618334
1497600009.167,618430
1497603608.441183,618521
1497607208.672726,618530
1497610809.000163,618722
1497614409.050468,618725
1497618009.157242,618780
1497621609.358601,618904
1497625209.195775,619122
1497628809.08835,619669
1497632409.113428,619909
1497636009.224155,620404
1497639609.253723,621074
1497643209.295313,621199
1497646808.292169,621774
1497650408.518486,622399
1497654009.193365,622808
1497657608.320253,624034
1497661208.400502,624416
1497664809.051048,625047
1497668408.386538,625258
1497672008.455262,625443
1497675608.654377,625699
1497679213.212832,625719
1497682808.314513,626148
1497686408.39432,626160
1497690008.442997,626179
1497693608.433918,626549
1497697208.719175,626595
1497700808.939526,626633
1497704409.055466,626735
1497708008.263246,626766
1497711608.49361,627071
1497715208.538307,627198
1497718808.583359,627563
1497722408.642427,628659
1497726008.652154,628724
1497729608.708851,629593
1497733208.896345,629917
1497736809.051612,630871
1497740409.112703,631193
1497744009.303004,631551
1497747608.332224,632467
1497751208.441881,633167
1497754808.693314,633207
1497758408.842109,633972
1497762009.082098,634370
1497765609.20439,634815
1497769212.201073,634915
1497772808.424034,634915
1497776412.571491,635156
1497780009.213887,635157
1497783608.503621,635238
1497787209.108228,635382
1497790808.668,635723
1497794408.794289,636245
1497798008.842959,637348
1497801608.972555,637595
1497805208.587839,638508
1497808808.656763,639365
1497812408.932766,639949
1497816008.450335,640917
1497819608.593314,641072
1497823209.023897,641986
1497826809.214403,642609
1497830409.013961,643285
1497834009.254824,644753
1497837608.435613,645128
1497841209.119985,645516
1497844809.20628,646303
1497848409.237453,646807
1497852008.324665,646890
1497855608.307824,647223
1497859208.404647,647427
1497862808.331213,647500
