"date","nusuarios","ntrials","nusuariosnuevos","ntrialsnuevos","ntrialsservidor"
1508631686.187935,9242,2763618,3,1321,2383554
1508635289.132247,9244,2764251,2,633,2384187
1508638902.471088,9246,2765661,2,1410,2385597
1508642505.032703,9247,2766604,1,943,2386541
1508646105.482885,9249,2767432,2,828,2387369
1508649707.020286,9249,2767903,0,471,2387840
1508653312.084475,9250,2768172,1,269,2388110
1508656906.903592,9251,2768465,1,293,2388403
1508660526.346673,9254,2769273,3,808,2389211
1508664116.661485,9254,2769369,0,96,2389307
1508667874.949537,9254,2769425,0,56,2389363
1508671328.510103,9255,2769485,1,60,2389423
1508674924.254064,9257,2770022,2,537,2389946
1508678589.857943,9260,2770900,3,878,2390843
1508682089.009319,9260,2772396,0,1496,2392339
1508685831.006059,9261,2772732,1,336,2392676
1508689437.23405,9262,2773077,1,345,2393002
1508692888.965213,9264,2773999,2,922,2393945
1508696498.408532,9265,2774690,1,691,2394637
1508700095.53207,9266,2775246,1,556,2395193
1508703695.676735,9267,2775324,1,78,2395271
1508707299.323956,9270,2775720,3,396,2395667
1508710900.662973,9274,2776536,4,816,2396472
1508714504.904526,9275,2777301,1,765,2397250
1508718256.722185,9275,2777547,0,246,2397496
1508721720.185999,9278,2778739,3,1192,2398684
1508725323.354445,9278,2779200,0,461,2399150
1508728929.283032,9282,2779715,4,515,2399666
1508732580.950246,9284,2780074,2,359,2400009
1508736065.617299,9287,2780264,3,190,2400217
1508739668.196676,9288,2780829,1,565,2400783
1508743256.021744,9288,2780829,0,0,2400783
1508746856.503252,9288,2780829,0,0,2400783
1508750456.149849,9288,2780829,0,0,2400783
1508754213.846641,9288,2780944,0,115,2400898
1508757815.988498,9288,2781092,0,148,2401046
1508761272.83,9289,2781555,1,463,2401510
1508764875.728771,9290,2781998,1,443,2401953
1508768492.392323,9293,2782223,3,225,2402179
1508775856.434393,9295,2782495,2,272,2402440
1508779426.203729,9295,2782883,0,388,2402818
1508782886.536916,9297,2783502,2,619,2403453
1508786635.410025,9298,2784051,1,549,2404015
1508790100.727436,9298,2784443,0,392,2404408
1508793846.015761,9299,2784610,1,167,2404549
1508797302.426376,9303,2785456,4,846,2405421
1508800906.734317,9305,2786322,2,866,2406270
1508804506.444018,9308,2787046,3,724,2407013
1508808130.312866,9311,2788342,3,1296,2408310
1508811714.019784,9315,2788804,4,462,2408770
1508815323.569272,9315,2789342,0,538,2409310
1508818926.327975,9316,2789709,1,367,2409678
1508822526.026347,9318,2789839,2,130,2409808
1508826129.54398,9318,2789933,0,94,2409902
1508829776.400471,9319,2790033,1,100,2410002
1508833257.333925,9319,2790082,0,49,2410051
1508836853.311984,9319,2790093,0,11,2410063
1508840608.416217,9319,2790330,0,237,2410300
1508844210.595641,9319,2790408,0,78,2410378
1508847667.065466,9320,2790692,1,284,2410663
1508851265.277445,9320,2790719,0,27,2410690
1508854890.881573,9320,2791477,0,758,2411450
1508862243.449787,9321,2792951,1,1474,2412906
1508865833.443657,9321,2793332,0,381,2413308
1508869293.460121,9322,2793476,1,144,2413441
1508872884.757119,9322,2793670,0,194,2413648
1508876499.391882,9325,2794229,3,559,2414209
1508880100.996056,9327,2794826,2,597,2414806
1508883703.25318,9329,2795752,2,926,2415735
1508887309.245411,9330,2796710,1,958,2416695
1508890905.624187,9332,2797087,2,377,2417069
1508894528.875828,9334,2798140,2,1053,2418125
1508898122.43372,9335,2798944,1,804,2418929
1508901723.710569,9336,2799304,1,360,2419291
1508905332.511121,9340,2799916,4,612,2419893
1508908980.951218,9341,2800401,1,485,2420388
1508912467.98781,9342,2800726,1,325,2420713
1508916057.0264,9342,2800734,0,8,2420721
1508919655.291611,9342,2800734,0,0,2420721
1508923266.073743,9342,2800900,0,166,2420887
1508927010.001199,9342,2800900,0,0,2420887
1508930475.689725,9342,2801044,0,144,2421032
1508934084.049342,9342,2801569,0,525,2421559
1508937679.278819,9343,2802294,1,725,2422287
1508941300.525535,9344,2803143,1,849,2423126
1508948643.440843,9344,2803829,0,686,2423823
1508952086.349054,9344,2803956,0,127,2423953
1508955703.83998,9344,2804128,0,172,2424125
1508959320.48176,9344,2804742,0,614,2424740
1508962921.792933,9345,2805186,1,444,2425160
1508966516.718724,9346,2805326,1,140,2425325
1508970138.140759,9352,2807020,6,1694,2427021
1508973716.824364,9353,2807677,1,657,2427678
1508977313.356553,9354,2807898,1,221,2427889
1508980941.305271,9356,2809039,2,1141,2429043
1508984525.824302,9358,2809351,2,312,2429339
1508988187.555754,9363,2810129,5,778,2430113
1508991668.475501,9366,2810551,3,422,2430556
1508995268.53501,9367,2810632,1,81,2430637
1508998868.863378,9368,2810746,1,114,2430751
1509002466.095297,9368,2810754,0,8,2430759
1509006064.254016,9368,2810774,0,20,2430779
1509009659.736414,9368,2810774,0,0,2430779
1509013422.686478,9368,2810861,0,87,2430843
1510078643.545311,9723,2937795,263,104063,2616487
1510094913.858905,9822,3007545,99,61994,2618424
1510123127.758143,9838,3014901,16,7356,2626788
1510904537.94275,10135,3132866,297,117965,2744574
1510990396.438458,10176,3151046,41,18180,2762284
1511076276.731964,10208,3162545,32,11499,2773482
1511162619.6917,10245,3177367,37,14822,2788265
1511248979.818021,10275,3189635,30,12268,2801734
1511335500.665951,10315,3204873,40,15238,2815054
1511421785.659692,10347,3221739,32,16866,2832996
1511508357.481276,10371,3236033,24,14294,2846965
1511595243.444255,10393,3249655,22,13622,2861409
1511682005.598111,10431,3260811,38,11156,2872698
1511768542.342646,10454,3270762,23,9951,2882379
1511855441.559455,10484,3283160,30,12398,2894308
1512032276.643207,10612,3324152,128,40992,2936255
1512102208.893834,10667,3339850,27,7120,2952632
1512188792.960628,10716,3354429,49,14579,2967229
1512361839.15752,10797,3383274,81,28845,2996096
1512447907.84307,10839,3398264,42,14990,3011104
1512534502.353891,10902,3419362,63,21098,3032224
1512620734.021035,10941,3438371,39,19009,3051257
1512793792.663026,11001,3464076,60,25705,3077006
1512879842.318945,11038,3474917,37,10841,3087859
1512966172.938331,11060,3484752,22,9835,3097705
1515672277.65086,11958,3834458,898,349706,3447868
1515730990.369556,11998,3845275,40,10817,3458703
1515817413.451425,12036,3856628,38,11353,3470074
1516077366.701083,12156,3898098,120,41470,3511600
1516163092.963312,12197,3913642,41,15544,3527160
1516249488.243987,12244,3930820,47,17178,3544349
1516422349.282164,12312,3956295,40,15484,3579189
1516508732.354343,12367,3970472,55,14177,3593387
1516595045.767844,12402,3985838,35,15366,3608775
1516681544.131384,12442,4003058,40,17220,3626009
1516767950.691976,12504,4019916,62,16858,3642893
1516854251.478085,12541,4034680,37,14764,3657679
1516940705.082891,12592,4051953,51,17273,3674963
1517027065.739622,12657,4067395,65,15442,3690421
1517113530.666212,12713,4082726,56,15331,3705774
1517199921.550795,12751,4099556,38,16830,3722628
1517286125.669981,12828,4144172,36,8881,3741281
1517372797.145776,12893,4162667,65,18495,3759798
1517459215.690489,12938,4180285,45,17618,3777437
1517545586.123495,12995,4195180,57,14895,3792348
1517632062.156059,13046,4214963,51,19783,3812147
1517718542.018648,13093,4235002,47,20039,3832205
1517804992.643205,13148,4258398,55,23396,3855625
1517977601.45276,13252,4284698,64,19510,3895670
1518150852.038808,13369,4321318,117,36620,3932325
1518236741.010468,13440,4340741,71,19423,3951772
1518323323.063629,13532,4363553,92,22812,3974597
1518409776.155573,13629,4386284,97,22731,3997345
1518496224.305261,13712,4409433,83,23149,4020523
1518582581.884088,13786,4435788,74,26355,4046917
1519447027.60413,13936,4478348,150,42560,4089493
1519534011.923934,14138,4541708,202,63360,4152881
1519619087.011359,14347,4602736,38,10062,4213947
1519706669.602781,14572,4661312,225,58576,4272567
1519793018.354173,14742,4713270,170,51958,4324570
1519879146.87155,14903,4757789,161,44519,4369130
1519965523.681985,15031,4800904,128,43115,4412281
1520051993.701972,15171,4847853,140,46949,4459283
1520138123.527412,15294,4885616,123,37763,4497088
1520224750.250475,15421,4928801,127,43185,4540311
1520311064.137562,15556,4968206,135,39405,4579756
1520397345.606516,15669,5003790,113,35584,4615388
1520483772.861302,15810,5042542,141,38752,4654172
1520570149.945474,15920,5077447,110,34905,4689119
1520656780.861737,16052,5121632,132,44185,4733349
1520743135.453744,16179,5162051,127,40419,4773810
1520829286.012526,16301,5193843,122,31792,4805626
1520915989.997757,16481,5237803,180,43960,4849633
1521002437.563243,16648,5283773,167,45970,4895650
1521088896.836318,16794,5330867,146,47094,4942789
1521175141.182574,16951,5373969,157,43102,4985945
1521261416.66639,17072,5411243,121,37274,5023260
1521347703.946913,17191,5447580,119,36337,5059656
1521434297.738295,17331,5483214,140,35634,5095327
1521520711.713597,17462,5522515,131,39301,5134662
1521606922.743027,17593,5555900,131,33385,5168093
1521693369.382128,17675,5591950,82,36050,5204187
1521779747.859197,17779,5622847,104,30897,5235128
1521866179.288646,17867,5654239,88,31392,5266569
