date,count
1478055600.0,164
1478142000.0,56
1478228400.0,66
1478314800.0,3
1478401200.0,238
1478487600.0,134
1478574000.0,162
1478660400.0,231
1478746800.0,97
1478833200.0,250
1478919600.0,1
1479006000.0,56
1479092400.0,86
1479178800.0,158
1479265200.0,72
1479351600.0,312
1479438000.0,390
1479524400.0,72
1479610800.0,120
1479697200.0,47
1479783600.0,75
1479870000.0,23
1479956400.0,30
1480042800.0,345
1480129200.0,74
1480215600.0,5
1480302000.0,130
1480388400.0,67
1480474800.0,58
1480561200.0,85
1480647600.0,415
1480734000.0,174
1480820400.0,188
1480906800.0,153
1480993200.0,493
1481079600.0,147
1481166000.0,140
1481252400.0,90
1481338800.0,340
1481425200.0,111
1481511600.0,207
1481598000.0,296
1481684400.0,336
1481770800.0,776
1481857200.0,2622
1481943600.0,852
1482030000.0,1012
1482116400.0,402
1482202800.0,928
1482289200.0,1365
1482375600.0,1035
1482462000.0,714
1482548400.0,922
1482634800.0,780
1482721200.0,451
1482807600.0,1252
1482894000.0,368
1482980400.0,943
1483066800.0,857
1483153200.0,799
1483239600.0,650
1483326000.0,774
1483412400.0,577
1483498800.0,1886
1483585200.0,6722
1483671600.0,5401
1483758000.0,2840
1483844400.0,2689
1483930800.0,3600
1484017200.0,3118
1484103600.0,2472
1484190000.0,2824
1484276400.0,2632
1484362800.0,1622
1484449200.0,1714
1484535600.0,1703
1484622000.0,2153
1484708400.0,2801
1484794800.0,1978
1484881200.0,2357
1484967600.0,2012
1485054000.0,2748
1485140400.0,2757
1485226800.0,3085
1485313200.0,3721
1485399600.0,2838
1485486000.0,3770
1485572400.0,1969
1485658800.0,3056
1485745200.0,3230
1485831600.0,2809
1485918000.0,2715
1486004400.0,2316
1486090800.0,5384
1486177200.0,3377
1486263600.0,3198
1486350000.0,3332
1486436400.0,4971
1486522800.0,3751
1486609200.0,3032
1486695600.0,3830
1486782000.0,3451
1486868400.0,2423
1486954800.0,2866
1487041200.0,2885
1487127600.0,1530
1487214000.0,2870
1487300400.0,3406
1487386800.0,6541
1487473200.0,5985
1487559600.0,6252
1487646000.0,7374
1487732400.0,4581
1487818800.0,5933
1487905200.0,6106
1487991600.0,5545
1488078000.0,6977
1488164400.0,6131
1488250800.0,5287
1488337200.0,5160
1488423600.0,4897
1488510000.0,3777
1488596400.0,4541
1488682800.0,14831
1488769200.0,14344
1488855600.0,8878
1488942000.0,26245
1489028400.0,7717
1489114800.0,5820
1489201200.0,4840
1489287600.0,4783
1489374000.0,5359
1489460400.0,7204
1489546800.0,5884
1489633200.0,6148
1489719600.0,5532
1489806000.0,6952
1489892400.0,6864
1489978800.0,6854
1490065200.0,6590
1490151600.0,4609
1490238000.0,6711
1490324400.0,5960
1490410800.0,4810
1490497200.0,3749
1490583600.0,4085
1490670000.0,3393
1490756400.0,5217
1490842800.0,5088
1490929200.0,3921
1491015600.0,4520
1491102000.0,6233
1491188400.0,6633
1491274800.0,5309
1491361200.0,4407
1491447600.0,5263
1491534000.0,6387
1491620400.0,6543
1491706800.0,4323
1491793200.0,5822
1491879600.0,3651
1491966000.0,4680
1492052400.0,4583
1492138800.0,3892
1492225200.0,2450
1492311600.0,3059
1492398000.0,3798
1492484400.0,4178
1492570800.0,3624
1492657200.0,4479
1492743600.0,3375
1492830000.0,2460
1492916400.0,2846
1493002800.0,2920
1493089200.0,3062
1493175600.0,2284
1493262000.0,3196
1493348400.0,2257
1493434800.0,1039
1493521200.0,1578
1493607600.0,2851
1493694000.0,4046
1493780400.0,3620
1493866800.0,3971
1493953200.0,2016
1494039600.0,1727
1494126000.0,2263
1494212400.0,3346
1494298800.0,3853
1494385200.0,2439
1494471600.0,3165
1494558000.0,2107
1494644400.0,1380
1494730800.0,1765
1494817200.0,1448
1494903600.0,2856
1494990000.0,2077
1495076400.0,3536
1495162800.0,3274
1495249200.0,2023
1495335600.0,2921
1495422000.0,3436
1495508400.0,3309
1495594800.0,2468
1495681200.0,3514
1495767600.0,22878
1495854000.0,23965
1495940400.0,14632
1496026800.0,13696
1496113200.0,10586
1496199600.0,9140
1496286000.0,11306
1496372400.0,11605
1496458800.0,8749
1496545200.0,11238
1496631600.0,17000
1496718000.0,9964
1496804400.0,14299
1496890800.0,9487
1496977200.0,7206
1497063600.0,6756
1497150000.0,7773
1497236400.0,8613
1497322800.0,6976
1497409200.0,5359
1497495600.0,7371
1497582000.0,6758
1497668400.0,7466
1497754800.0,10873
1497841200.0,11145
1497927600.0,12177
1498014000.0,11544
1498100400.0,10401
1498186800.0,11263
1498273200.0,13659
1498359600.0,14568
1498446000.0,15468
1498532400.0,11361
1498618800.0,13203
1498705200.0,9160
1498791600.0,10316
1498878000.0,12296
1498964400.0,13875
1499050800.0,11972
1499137200.0,11131
1499223600.0,12074
1499310000.0,12034
1499396400.0,11898
1499482800.0,16418
1499569200.0,11386
1499655600.0,10024
1499742000.0,11966
1499828400.0,12986
1499914800.0,16142
1500001200.0,17177
1500087600.0,18986
1500174000.0,15214
1500260400.0,15467
1500346800.0,13909
1500433200.0,13096
1500519600.0,11705
1500606000.0,13935
1500692400.0,13865
1500778800.0,17682
1500865200.0,21754
1500951600.0,19859
1501038000.0,20152
1501124400.0,16515
1501210800.0,16185
1501297200.0,12662
1501383600.0,12370
1501470000.0,11340
1501556400.0,13288
1501642800.0,10031
1501729200.0,13440
1501815600.0,14319
1501902000.0,9432
1501988400.0,10393
1502074800.0,13786
1502161200.0,12492
1502247600.0,17273
1502334000.0,13445
1502420400.0,11522
1502506800.0,11452
1502593200.0,8626
1502679600.0,9580
1502766000.0,13226
1502852400.0,13264
1502938800.0,15152
1503025200.0,14450
1503111600.0,13325
1503198000.0,14501
1503284400.0,12835
1503370800.0,11347
1503457200.0,13230
1503543600.0,14292
1503630000.0,14484
1503716400.0,15446
1503802800.0,13182
1503889200.0,11157
1503975600.0,9809
1504062000.0,11044
1504148400.0,8801
1504234800.0,7914
1504321200.0,8877
1504407600.0,8917
1504494000.0,12413
1504580400.0,9280
1504666800.0,12213
1504753200.0,12079
1504839600.0,19235
1504926000.0,15566
1505012400.0,17830
1505098800.0,11568
1505185200.0,13106
1505271600.0,14463
1505358000.0,12642
1505444400.0,15304
1505530800.0,11910
1505617200.0,13272
1505703600.0,14622
1505790000.0,14458
1505876400.0,11599
1505962800.0,18077
1506049200.0,15219
1506135600.0,13185
1506222000.0,10259
1506308400.0,12621
1506394800.0,29116
1506481200.0,24156
1506567600.0,19042
1506654000.0,13886
1506740400.0,12147
1506826800.0,14492
1506913200.0,16407
1506999600.0,11478
1507086000.0,12519
1507172400.0,10666
1507258800.0,9247
1507345200.0,9876
1507431600.0,12832
1507518000.0,9698
1507604400.0,9924
1507690800.0,11168
1507777200.0,12649
1507863600.0,10130
1507950000.0,8550
1508036400.0,12908
1508122800.0,16784
1508209200.0,12883
1508295600.0,13093
1508382000.0,15401
1508468400.0,12522
1508554800.0,14973
1508641200.0,12453
1508727600.0,9717
